file	req_date	req_last-modified	url
table_winter_1924.html	Thu, 19 May 2022 07:53:38 GMT	Sat, 14 May 2022 14:42:59 GMT	https://en.wikipedia.org/wiki/1924_Winter_Olympics_medal_table
