file	req_date	req_last-modified	url
table_winter_2022.html	Wed, 18 May 2022 13:50:02 GMT	Tue, 17 May 2022 13:27:02 GMT	https://en.wikipedia.org/wiki/2022_Winter_Olympics_medal_table
